Date,Open,High,Low,Close,Adj Close,Volume
2010-08-01,32400.0,32400.0,15600.0,17400.0,17400.0,17
2010-09-01,18600.0,43200.0,15000.0,39600.0,39600.0,286
2010-10-01,39240.0,39600.0,22800.0,27000.0,27000.0,45
2010-11-01,27600.0,30480.0,24600.0,27600.0,27600.0,15
2010-12-01,27600.0,33000.0,24960.0,28560.0,28560.0,21
2011-01-01,27840.0,29160.0,19800.0,20160.0,20160.0,17
2011-02-01,19440.0,27480.0,19440.0,20160.0,20160.0,13
2011-03-01,21240.0,39600.0,17160.0,20400.0,20400.0,108
2011-04-01,19800.0,20520.0,14520.0,20040.0,20040.0,27
2011-05-01,21600.0,31800.0,19560.0,23040.0,23040.0,132
2011-06-01,22560.0,22560.0,12000.0,14640.0,14640.0,59
2011-07-01,15000.0,26400.0,13800.0,20160.0,20160.0,165
2011-08-01,20640.0,31560.0,15600.0,17400.0,17400.0,361
2011-09-01,17160.0,20400.0,13320.0,17040.0,17040.0,33
2011-10-01,17040.0,22680.0,13920.0,16200.0,16200.0,50
2011-11-01,15960.0,20400.0,15000.0,15600.0,15600.0,46
2011-12-01,16680.0,18240.0,11760.0,11880.0,11880.0,57
2012-01-01,11880.0,21600.0,8160.0,16800.0,16800.0,457
2012-02-01,17400.0,26280.0,13920.0,16200.0,16200.0,2349
2012-03-01,15840.0,25680.0,15720.0,19800.0,19800.0,1465
2012-04-01,23280.0,54120.0,21600.0,42120.0,42120.0,9300
2012-05-01,42360.0,47160.0,30600.0,45480.0,45480.0,1407
2012-06-01,45600.0,65400.0,38160.0,46320.0,46320.0,3524
2012-07-01,47160.0,51840.0,38160.0,39960.0,39960.0,4864
2012-08-01,41160.0,49080.0,34200.0,37800.0,37800.0,9001
2012-09-01,38640.0,43200.0,33360.0,34800.0,34800.0,4427
2012-10-01,35760.0,68760.0,21000.0,30720.0,30720.0,23820
2012-11-01,30000.0,53040.0,26040.0,42600.0,42600.0,12870
2012-12-01,42120.0,42480.0,31560.0,34440.0,34440.0,3741
2013-01-01,35640.0,45960.0,34080.0,38880.0,38880.0,4680
2013-02-01,39360.0,39600.0,36480.0,36480.0,36480.0,2144
2013-03-01,36840.0,39240.0,32400.0,38040.0,38040.0,2786
2013-04-01,41880.0,42000.0,31800.0,33840.0,33840.0,3540
2013-05-01,33840.0,41400.0,33000.0,37560.0,37560.0,2992
2013-06-01,36960.0,38880.0,34440.0,38040.0,38040.0,2551
2013-07-01,37560.0,44400.0,34200.0,37800.0,37800.0,3036
2013-08-01,37800.0,46800.0,36600.0,37560.0,37560.0,4575
2013-09-01,38520.0,38520.0,31320.0,34440.0,34440.0,2018
2013-10-01,34440.0,35880.0,31680.0,33720.0,33720.0,2081
2013-11-01,33720.0,40080.0,33000.0,38280.0,38280.0,2338
2013-12-01,39000.0,39000.0,33840.0,35520.0,35520.0,1788
2014-01-01,36120.0,65400.0,34800.0,51480.0,51480.0,10007
2014-02-01,52080.0,53880.0,46800.0,48600.0,48600.0,4099
2014-03-01,48360.0,49320.0,40440.0,41640.0,41640.0,2776
2014-04-01,41640.0,50040.0,41640.0,49080.0,49080.0,2375
2014-05-01,49080.0,51240.0,34920.0,39480.0,39480.0,5478
2014-06-01,39240.0,43800.0,36240.0,41040.0,41040.0,3819
2014-07-01,41160.0,43920.0,37920.0,39120.0,39120.0,2278
2014-08-01,39120.0,40080.0,8040.0,12120.0,12120.0,9822
2014-09-01,12360.0,13560.0,11040.0,11400.0,11400.0,3076
2014-10-01,11400.0,13680.0,8040.0,12360.0,12360.0,2128
2014-11-01,12240.0,13080.0,10080.0,11640.0,11640.0,1152
2014-12-01,11400.0,11880.0,5880.0,6600.0,6600.0,2131
2015-01-01,6720.0,8280.0,5520.0,6360.0,6360.0,1233
2015-02-01,6840.0,11760.0,6360.0,8400.0,8400.0,1733
2015-03-01,8280.0,11040.0,7800.0,7800.0,7800.0,1025
2015-04-01,7800.0,9240.0,6840.0,7440.0,7440.0,908
2015-05-01,8040.0,9000.0,6960.0,7080.0,7080.0,1208
2015-06-01,7200.0,8280.0,6600.0,6720.0,6720.0,1715
2015-07-01,6720.0,8400.0,4680.0,8400.0,8400.0,1357
2015-08-01,8760.0,8880.0,6120.0,7200.0,7200.0,1122
2015-09-01,7320.0,8040.0,6360.0,6720.0,6720.0,795
2015-10-01,6720.0,7200.0,3360.0,4560.0,4560.0,2145
2015-11-01,4320.0,4620.0,3372.0,4032.0,4032.0,1060
2015-12-01,4044.0,4440.0,2400.0,2964.0,2964.0,5419
2016-01-01,2964.0,3024.0,1896.0,2004.0,2004.0,2589
2016-02-01,1992.0,3336.0,1416.0,3024.0,3024.0,6236
2016-03-01,3000.0,3360.0,1800.0,1968.0,1968.0,4272
2016-04-01,2016.0,2628.0,1776.0,2268.0,2268.0,2697
