date,open,high,low,close,volume
2024-02-29,2.8000,2.8000,1.7000,2.1400,14986020
2024-01-31,4.6300,4.6800,2.3300,2.7000,15743390
2023-12-29,4.2900,6.4500,3.9000,4.6900,16010462
2023-11-30,4.8400,4.9100,3.8500,4.3500,5855425
2023-10-31,8.8200,8.8400,3.3300,4.8600,7437244
